Date,Adj Close
2007-12-03 00:00:00-05:00,56.420806884765625
2007-12-04 00:00:00-05:00,56.847320556640625
2007-12-05 00:00:00-05:00,57.66301345825195
2007-12-06 00:00:00-05:00,58.484004974365234
2007-12-07 00:00:00-05:00,58.03617858886719
2007-12-10 00:00:00-05:00,58.31874465942383
2007-12-11 00:00:00-05:00,57.03925323486328
2007-12-12 00:00:00-05:00,57.82827377319336
2007-12-13 00:00:00-05:00,57.673683166503906
2007-12-14 00:00:00-05:00,56.38882827758789
2007-12-17 00:00:00-05:00,55.727760314941406
2007-12-18 00:00:00-05:00,56.676734924316406
2007-12-19 00:00:00-05:00,57.11922073364258
2007-12-20 00:00:00-05:00,58.02552032470703
2007-12-21 00:00:00-05:00,59.20371627807617
2007-12-24 00:00:00-05:00,59.52363586425781
2007-12-26 00:00:00-05:00,59.475624084472656
2007-12-27 00:00:00-05:00,58.43069076538086
2007-12-28 00:00:00-05:00,58.69194412231445
2007-12-31 00:00:00-05:00,57.63100051879883
2008-01-02 00:00:00-05:00,55.81306457519531
2008-01-03 00:00:00-05:00,55.92502212524414
2008-01-04 00:00:00-05:00,53.91512680053711
2008-01-07 00:00:00-05:00,53.33934020996094
2008-01-08 00:00:00-05:00,52.02786636352539
2008-01-09 00:00:00-05:00,52.411712646484375
2008-01-10 00:00:00-05:00,53.270057678222656
2008-01-11 00:00:00-05:00,52.070472717285156
2008-01-14 00:00:00-05:00,54.8747444152832
2008-01-15 00:00:00-05:00,54.28829574584961
2008-01-16 00:00:00-05:00,54.18168640136719
2008-01-17 00:00:00-05:00,53.89911651611328
2008-01-18 00:00:00-05:00,55.12530517578125
2008-01-22 00:00:00-05:00,53.96310806274414
2008-01-23 00:00:00-05:00,56.564754486083984
2008-01-24 00:00:00-05:00,56.99658203125
2008-01-25 00:00:00-05:00,55.72240447998047
2008-01-28 00:00:00-05:00,55.96767807006836
2008-01-29 00:00:00-05:00,56.564754486083984
2008-01-30 00:00:00-05:00,56.32485580444336
2008-01-31 00:00:00-05:00,57.103187561035156
2008-02-01 00:00:00-05:00,58.153480529785156
2008-02-04 00:00:00-05:00,57.54038619995117
2008-02-05 00:00:00-05:00,55.98897933959961
2008-02-06 00:00:00-05:00,55.055335140625
2008-02-07 00:00:00-05:00,54.386389828125
2008-02-08 00:00:00-05:00,54.88407812158203
2008-02-11 00:00:00-05:00,55.884875393310544
2008-02-12 00:00:00-05:00,56.62872610131836
2008-02-13 00:00:00-05:00,57.64020071069336
2008-02-14 00:00:00-05:00,56.41469106713867
2008-02-15 00:00:00-05:00,56.43071661035156
2008-02-19 00:00:00-05:00,55.80994710961914
2008-02-20 00:00:00-05:00,57.335139370361325
2008-02-21 00:00:00-05:00,56.842795467773435
2008-02-22 00:00:00-05:00,57.452902889648435
2008-02-25 00:00:00-05:00,58.5286017421875
2008-02-26 00:00:00-05:00,60.82979116479492
2008-02-27 00:00:00-05:00,61.942927456298825
2008-02-28 00:00:00-05:00,61.29004583398437
2008-02-29 00:00:00-05:00,60.55148992578125
2008-03-03 00:00:00-05:00,60.749526119628904
2008-03-04 00:00:00-05:00,61.54153738061523
2008-03-05 00:00:00-05:00,61.37031087915039
2008-03-06 00:00:00-05:00,59.834399319091794
2008-03-07 00:00:00-05:00,60.59430608789062
2008-03-10 00:00:00-04:00,60.63178548852539
2008-03-11 00:00:00-04:00,61.959006405273435
2008-03-12 00:00:00-04:00,62.26939306298828
2008-03-13 00:00:00-04:00,61.648573971191404
2008-03-14 00:00:00-04:00,61.28465185205078
2008-03-17 00:00:00-04:00,61.45594320336914
2008-03-18 00:00:00-04:00,62.98652181665039
2008-03-19 00:00:00-04:00,62.199816799560544
2008-03-20 00:00:00-04:00,62.94370565454101
2008-03-24 00:00:00-04:00,63.33435354272461
2008-03-25 00:00:00-04:00,62.751032925048825
2008-03-26 00:00:00-04:00,62.18372259179687
2008-03-27 00:00:00-04:00,61.43986043969726
2008-03-28 00:00:00-04:00,60.93145666162109
2008-03-31 00:00:00-04:00,61.23653707543945
2008-04-01 00:00:00-04:00,61.959006405273435
